tanggal,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Bawang Merah Ukuran Sedang,Cabai Rawit Hijau,Cabai Rawit Merah
2025-03-05,13.150,12.250,14.900,14.150,16.250,15.250,38.250,68.750,90.000
2025-03-06,13.150,12.250,14.900,14.150,16.250,15.250,38.750,68.750,90.000
2025-03-07,13.150,12.250,14.900,14.150,16.250,15.250,38.750,66.250,72.500
2025-03-08,,,,,,,,,
2025-03-09,,,,,,,,,
2025-03-10,13.150,12.250,14.900,14.150,16.250,15.250,43.000,67.500,75.000
2025-03-11,13.150,12.250,14.900,14.150,16.250,15.250,45.500,67.500,73.750
2025-03-12,13.150,12.250,14.900,14.150,16.250,15.250,45.500,67.500,73.750
2025-03-13,13.150,12.250,14.900,14.150,16.250,15.250,45.500,67.500,73.750
2025-03-14,13.150,12.250,14.900,14.150,16.250,15.250,45.500,67.500,73.750
2025-03-15,,,,,,,,,
2025-03-16,,,,,,,,,
2025-03-17,13.150,12.250,14.900,14.150,16.250,15.250,45.500,66.250,80.000
2025-03-18,13.150,12.250,14.900,14.150,16.250,15.250,45.500,66.250,87.500
2025-03-19,13.150,12.250,14.900,14.150,16.250,15.250,45.500,66.250,87.500
2025-03-20,13.150,12.250,14.900,14.150,16.250,15.250,45.500,66.250,93.750
2025-03-21,13.150,12.250,14.900,14.150,16.250,15.250,45.500,66.250,93.750
2025-03-22,,,,,,,,,
2025-03-23,,,,,,,,,
2025-03-24,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,88.750
2025-03-25,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,91.250
2025-03-26,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-03-27,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-03-28,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-03-29,,,,,,,,,
2025-03-30,,,,,,,,,
2025-03-31,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-04-01,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-04-02,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-04-03,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-04-04,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-04-05,,,,,,,,,
2025-04-06,,,,,,,,,
2025-04-07,13.150,12.250,14.900,14.150,16.250,15.250,48.000,71.250,93.750
2025-04-08,13.150,12.250,14.900,14.150,16.250,15.250,50.750,71.250,90.000
2025-04-09,13.150,12.250,14.900,14.150,16.250,15.250,50.750,65.000,90.000
2025-04-10,13.150,12.250,14.900,14.150,16.250,15.250,50.750,65.000,96.250
2025-04-11,13.150,12.250,14.900,14.150,16.250,15.250,50.750,65.000,98.750
2025-04-12,,,,,,,,,
2025-04-13,,,,,,,,,
2025-04-14,13.150,12.250,14.900,14.150,16.250,15.250,50.750,60.000,93.750
2025-04-15,13.150,12.250,14.900,14.150,16.250,15.250,50.750,60.000,91.250
2025-04-16,13.150,12.250,14.900,14.150,16.250,15.250,50.750,57.500,85.000
2025-04-17,13.150,12.250,14.900,14.150,16.250,15.250,50.750,55.000,85.000
2025-04-18,13.150,12.250,14.900,14.150,16.250,15.250,50.750,55.000,85.000
2025-04-19,,,,,,,,,
2025-04-20,,,,,,,,,
2025-04-21,13.150,12.250,14.900,14.150,16.250,15.250,50.750,52.500,63.750
2025-04-22,13.150,12.250,14.900,14.150,16.250,15.250,50.750,52.500,63.750
2025-04-23,13.150,12.250,14.900,14.150,16.250,15.250,50.750,50.000,60.000
2025-04-24,13.150,12.250,14.900,14.150,16.250,15.250,49.500,50.000,60.000
2025-04-25,13.150,12.250,14.900,14.150,16.250,15.250,44.500,48.750,55.000
2025-04-26,,,,,,,,,
2025-04-27,,,,,,,,,
2025-04-28,13.150,12.250,14.900,14.150,16.250,15.250,43.500,35.000,48.750
2025-04-29,13.150,12.250,14.900,14.150,16.250,15.250,43.500,35.000,48.750
2025-04-30,13.150,12.250,14.900,14.150,16.250,15.250,43.500,33.750,46.250
2025-05-01,13.150,12.250,14.900,14.150,16.250,15.250,43.500,33.750,46.250
2025-05-02,13.150,12.250,14.900,14.150,16.250,15.250,43.500,32.500,43.750
2025-05-03,,,,,,,,,
2025-05-04,,,,,,,,,
2025-05-05,13.150,12.250,14.900,14.150,16.250,15.250,41.250,30.000,42.500
2025-05-06,13.150,12.250,14.900,14.150,16.250,15.250,41.250,30.000,42.500
2025-05-07,13.150,12.250,14.900,14.150,16.250,15.250,41.250,30.000,38.750
2025-05-08,13.150,12.250,14.900,14.150,16.250,15.250,41.250,30.000,38.750
2025-05-09,13.150,12.250,14.900,14.150,16.250,15.250,41.250,30.000,37.500
2025-05-10,,,,,,,,,
2025-05-11,,,,,,,,,
2025-05-12,13.150,12.250,14.900,14.150,16.250,15.250,41.250,30.000,37.500
2025-05-13,13.150,12.250,14.900,14.150,16.250,15.250,37.750,32.500,33.750
2025-05-14,13.150,12.250,14.900,14.150,16.250,15.250,37.750,32.500,33.750
2025-05-15,13.150,12.250,14.900,14.150,16.250,15.250,37.750,32.500,31.250
2025-05-16,13.150,12.250,14.900,14.150,16.250,15.250,37.750,32.500,31.250
2025-05-17,,,,,,,,,
2025-05-18,,,,,,,,,
2025-05-19,13.150,12.250,14.900,14.150,16.250,15.250,35.250,32.500,27.500
2025-05-20,13.150,12.250,14.900,14.150,16.250,15.250,35.250,32.500,27.500
2025-05-21,13.150,12.250,14.900,14.150,16.250,15.250,35.250,32.500,27.500
2025-05-22,13.150,12.250,14.900,14.150,16.250,15.250,35.250,33.750,27.500
2025-05-23,13.150,12.250,14.900,14.150,16.250,15.250,35.250,33.750,27.500
2025-05-24,,,,,,,,,
2025-05-25,,,,,,,,,
2025-05-26,13.150,12.250,14.900,14.150,16.250,15.250,35.250,33.750,27.500
2025-05-27,13.150,12.250,14.900,14.150,16.250,15.250,35.250,33.750,27.500
2025-05-28,13.150,12.250,14.900,14.150,16.250,15.250,35.250,33.750,27.500
2025-05-29,13.150,12.250,14.900,14.150,16.250,15.250,35.250,33.750,27.500
2025-05-30,13.150,12.250,14.900,14.150,16.250,15.250,35.250,33.750,27.500
2025-05-31,,,,,,,,,
2025-06-01,,,,,,,,,
2025-06-02,13.150,12.250,14.900,14.150,16.250,15.250,37.750,36.250,38.750
2025-06-03,13.150,12.250,14.900,14.150,16.250,15.250,37.750,36.250,42.500
2025-06-04,13.150,12.250,14.900,14.150,16.250,15.250,37.750,36.250,42.500
2025-06-05,13.150,12.250,14.900,14.150,16.250,15.250,40.750,36.250,45.000
2025-06-06,13.150,12.250,14.900,14.150,16.250,15.250,40.750,36.250,45.000
2025-06-07,,,,,,,,,
2025-06-08,,,,,,,,,
2025-06-09,13.150,12.250,14.900,14.150,16.250,15.250,39.250,36.250,37.500
2025-06-10,13.150,12.250,14.900,14.150,16.250,15.250,39.250,36.250,38.750
2025-06-11,13.150,12.250,14.900,14.150,16.250,15.250,39.250,37.500,38.750
2025-06-12,13.150,12.250,14.900,14.150,16.250,15.250,39.250,37.500,38.750
2025-06-13,13.150,12.250,14.900,14.150,16.250,15.250,39.250,37.500,38.750
2025-06-14,,,,,,,,,
2025-06-15,,,,,,,,,
2025-06-16,13.150,12.250,14.900,14.150,16.250,15.250,45.500,38.750,46.250
2025-06-17,13.150,12.250,14.900,14.150,16.250,15.250,45.500,38.750,46.250
2025-06-18,13.150,12.250,14.900,14.150,16.250,15.250,45.500,38.750,52.500
2025-06-19,13.150,12.250,14.900,14.150,16.250,15.250,45.500,38.750,52.500
2025-06-20,13.150,12.250,14.900,14.150,16.250,15.250,45.500,38.750,52.500
2025-06-21,,,,,,,,,
2025-06-22,,,,,,,,,
2025-06-23,13.150,12.250,14.900,14.150,16.250,15.250,41.750,40.000,55.000
2025-06-24,13.150,12.250,14.900,14.150,16.250,15.250,42.500,40.000,55.000
2025-06-25,13.150,12.250,14.900,14.150,16.250,15.250,40.000,35.250,49.500
2025-06-26,13.400,12.250,15.000,14.400,16.250,15.250,40.000,35.250,54.500
2025-06-27,13.400,12.250,15.000,14.400,16.250,15.250,40.000,35.250,54.500
2025-06-28,,,,,,,,,
2025-06-29,,,,,,,,,
2025-06-30,13.400,12.250,15.150,14.400,16.250,15.250,38.750,37.750,58.250
2025-07-01,13.400,12.250,15.150,14.400,16.250,15.250,38.750,37.750,55.750
2025-07-02,13.400,12.250,15.150,14.400,16.250,15.250,38.750,37.750,55.250
2025-07-03,13.400,12.250,15.150,14.400,16.250,15.250,38.750,37.750,57.000
2025-07-04,13.400,12.250,15.150,14.400,16.250,15.250,38.750,37.750,58.750
2025-07-05,,,,,,,,,
2025-07-06,,,,,,,,,
2025-07-07,13.400,12.250,15.150,14.400,16.250,15.250,42.500,41.250,62.500
2025-07-08,13.400,12.250,15.150,14.400,16.250,15.250,42.500,41.250,62.500
2025-07-09,13.400,12.250,15.150,14.400,16.250,15.250,42.500,41.250,62.500
2025-07-10,13.400,12.250,15.150,14.400,16.250,15.250,42.500,41.250,62.500
2025-07-11,13.400,12.250,15.150,14.400,16.250,15.250,42.500,41.250,62.500
2025-07-12,,,,,,,,,
2025-07-13,,,,,,,,,
2025-07-14,13.400,12.250,15.150,14.400,16.250,15.250,43.750,45.000,64.000
2025-07-15,13.400,12.250,15.150,14.400,16.250,15.250,43.750,45.000,62.500
2025-07-16,13.400,12.250,15.150,14.400,16.250,15.250,43.250,45.000,62.500
2025-07-17,13.400,12.250,15.150,14.400,16.250,15.250,43.250,43.750,57.500
2025-07-18,13.400,12.250,15.150,14.400,16.250,15.250,43.250,42.500,45.000
2025-07-19,,,,,,,,,
2025-07-20,,,,,,,,,
2025-07-21,13.400,12.400,15.150,14.400,16.250,15.250,46.250,43.000,40.000
2025-07-22,13.400,12.400,15.150,14.400,16.250,15.250,46.250,42.500,41.250
2025-07-23,13.400,12.400,15.150,14.400,16.250,15.250,46.250,42.500,40.000
2025-07-24,13.400,12.400,15.150,14.400,16.250,15.250,46.250,43.000,39.250
2025-07-25,13.400,12.400,15.150,14.400,16.250,15.250,46.250,43.000,39.250
2025-07-26,,,,,,,,,
2025-07-27,,,,,,,,,
2025-07-28,13.400,12.400,15.150,14.400,16.250,15.250,46.250,41.750,39.250
2025-07-29,13.400,12.400,15.150,14.400,16.250,15.250,46.250,44.250,38.000
2025-07-30,13.400,12.400,15.150,14.400,16.250,15.250,46.250,43.250,38.000
2025-07-31,13.400,12.400,15.150,14.400,16.250,15.250,46.250,42.000,36.750
2025-08-01,13.400,12.400,15.150,14.400,16.250,15.250,46.250,41.500,36.750
2025-08-02,,,,,,,,,
2025-08-03,,,,,,,,,
2025-08-04,13.400,12.400,15.150,14.400,16.250,15.250,51.250,39.000,35.000
2025-08-05,13.400,12.400,15.150,14.400,16.250,15.250,51.250,39.000,35.000
2025-08-06,13.400,12.400,15.150,14.400,16.250,15.250,51.250,39.000,33.750
2025-08-07,13.400,12.400,15.150,14.400,16.250,15.250,51.250,39.000,33.750
2025-08-08,13.400,12.400,15.150,14.400,16.250,15.250,51.250,39.000,33.750
2025-08-09,,,,,,,,,
2025-08-10,,,,,,,,,
2025-08-11,13.400,12.400,15.150,14.400,16.250,15.250,51.250,40.250,31.250
2025-08-12,13.400,12.400,15.150,14.400,16.250,15.250,50.000,37.250,31.250
2025-08-13,13.400,12.400,15.150,14.400,16.250,15.250,51.250,37.250,31.250
2025-08-14,13.400,12.400,15.150,14.400,16.250,15.250,51.250,37.250,31.250
2025-08-15,13.400,12.400,15.150,14.400,16.250,15.250,51.250,36.250,31.250
2025-08-16,,,,,,,,,
2025-08-17,,,,,,,,,
2025-08-18,13.400,12.400,15.150,14.400,16.250,15.250,51.250,36.250,31.250
2025-08-19,13.400,12.400,15.150,14.400,16.250,15.250,45.000,36.750,30.000
2025-08-20,13.400,12.400,15.150,14.400,16.250,15.250,45.000,36.750,27.500
2025-08-21,13.400,12.400,15.150,14.400,16.250,15.250,41.250,35.500,27.500
2025-08-22,13.400,12.400,15.150,14.400,16.250,15.250,41.250,35.500,26.750
2025-08-23,,,,,,,,,
2025-08-24,,,,,,,,,
2025-08-25,13.400,12.400,15.150,14.400,16.250,15.250,41.250,33.000,25.500
2025-08-26,13.400,12.400,15.150,14.400,16.250,15.250,41.250,33.000,25.500
2025-08-27,13.400,12.400,15.150,14.400,16.250,15.250,41.250,31.750,25.500
2025-08-28,13.400,12.400,15.150,14.400,16.250,15.250,41.250,31.750,25.500
2025-08-29,13.400,12.400,15.150,14.400,16.250,15.250,41.250,31.750,25.500
2025-08-30,,,,,,,,,
2025-08-31,,,,,,,,,
2025-09-01,13.400,12.400,15.150,14.400,16.250,15.250,41.250,31.750,26.250
2025-09-02,13.400,12.400,15.150,14.400,16.250,15.250,41.250,31.750,26.250
2025-09-03,13.400,12.400,15.150,14.400,16.250,15.250,41.250,31.750,26.250
2025-09-04,13.400,12.400,15.150,14.400,16.250,15.250,41.250,31.750,26.250
2025-09-05,13.400,12.400,15.150,14.400,16.250,15.250,41.250,31.750,26.250
2025-09-06,,,,,,,,,
2025-09-07,,,,,,,,,
2025-09-08,13.150,12.150,14.900,14.150,16.000,15.000,41.250,34.250,31.250
2025-09-09,13.150,12.150,14.900,14.150,16.000,15.000,41.250,34.250,31.250
2025-09-10,13.150,12.150,14.900,14.150,16.000,15.000,41.250,34.250,32.500
2025-09-11,13.150,12.150,14.900,14.150,16.000,15.000,41.250,34.250,30.750
2025-09-12,13.150,12.150,14.900,14.150,16.000,15.000,41.250,34.250,30.750
2025-09-13,,,,,,,,,
2025-09-14,,,,,,,,,
2025-09-15,13.150,12.150,14.900,14.150,16.000,15.000,41.250,36.250,33.750
2025-09-16,13.150,12.150,14.900,14.150,16.000,15.000,41.250,36.250,35.750
2025-09-17,13.150,12.150,14.900,14.150,16.000,15.000,41.250,36.250,38.250
2025-09-18,13.150,12.150,14.900,14.150,16.000,15.000,41.250,36.250,38.250
2025-09-19,13.150,12.150,14.900,14.150,16.000,15.000,41.250,36.250,37.000
2025-09-20,,,,,,,,,
2025-09-21,,,,,,,,,
2025-09-22,13.150,12.150,14.900,14.150,16.000,15.000,38.750,35.000,33.250
2025-09-23,13.150,12.150,14.900,14.150,16.000,15.000,38.750,35.000,33.250
2025-09-24,13.150,12.150,14.900,14.150,16.000,15.000,38.750,35.000,33.250
2025-09-25,13.150,12.150,14.900,14.150,16.000,15.000,38.750,35.000,33.250
2025-09-26,13.150,12.150,14.900,14.150,16.000,15.000,38.750,33.750,33.250
2025-09-27,,,,,,,,,
2025-09-28,,,,,,,,,
2025-09-29,13.150,12.150,14.900,14.150,16.000,15.000,38.750,29.500,31.250
2025-09-30,13.150,12.150,14.900,14.150,16.000,15.000,38.750,29.500,31.250
2025-10-01,13.150,12.150,14.900,14.150,16.000,15.000,38.750,29.250,31.250
2025-10-02,13.150,12.150,14.900,14.150,16.000,15.000,38.750,29.250,31.250
2025-10-03,13.150,12.150,14.900,14.150,16.000,15.000,38.750,29.250,31.250
2025-10-04,,,,,,,,,
2025-10-05,,,,,,,,,
2025-10-06,13.150,12.150,14.900,14.150,16.000,15.000,38.750,30.500,33.750
2025-10-07,13.150,12.150,14.900,14.150,16.000,15.000,38.750,30.500,33.750
2025-10-08,13.150,12.150,14.900,14.150,16.000,15.000,40.000,30.500,33.750
2025-10-09,13.150,12.150,14.900,14.150,16.000,15.000,40.000,29.250,33.750
2025-10-10,13.150,12.150,14.900,14.150,16.000,15.000,40.000,29.250,33.750
2025-10-11,,,,,,,,,
2025-10-12,,,,,,,,,
2025-10-13,13.150,12.150,14.900,14.150,16.000,15.000,41.500,28.000,33.000
2025-10-14,13.150,12.150,14.900,14.150,16.000,15.000,41.500,28.000,33.000
2025-10-15,13.150,12.150,14.900,14.150,16.000,15.000,41.500,28.000,33.000
2025-10-16,13.150,12.150,14.900,14.150,16.000,15.000,41.500,28.000,33.000
2025-10-17,13.150,12.150,14.900,14.150,16.000,15.000,41.500,28.000,36.250
2025-10-18,,,,,,,,,
2025-10-19,,,,,,,,,
2025-10-20,13.150,12.150,14.900,14.150,16.000,15.000,41.500,28.000,35.000
2025-10-21,13.150,12.150,14.900,14.150,16.000,15.000,41.500,27.250,31.000
2025-10-22,13.150,12.150,14.900,14.150,16.000,15.000,41.500,27.250,29.750
2025-10-23,13.150,12.150,14.900,14.150,16.000,15.000,41.500,26.000,28.500
2025-10-24,13.150,12.150,14.900,14.150,16.000,15.000,41.500,26.000,28.500
2025-10-25,,,,,,,,,
2025-10-26,,,,,,,,,
2025-10-27,13.150,12.150,14.900,14.150,16.000,15.000,41.500,26.000,28.500
2025-10-28,13.150,12.150,14.900,14.150,16.000,15.000,41.500,26.000,29.750
2025-10-29,13.150,12.150,14.900,14.150,16.000,15.000,41.500,26.000,29.750
2025-10-30,13.150,12.150,14.900,14.150,16.000,15.000,41.500,27.250,30.250
2025-10-31,13.150,12.150,14.900,14.150,16.000,15.000,41.500,27.250,30.250
2025-11-01,,,,,,,,,
2025-11-02,,,,,,,,,
2025-11-03,13.150,12.150,14.900,14.150,16.000,15.000,42.000,27.250,31.500
2025-11-04,13.150,12.150,14.900,14.150,16.000,15.000,42.000,26.000,30.250
2025-11-05,13.150,12.150,14.900,14.150,16.000,15.000,42.000,26.000,29.000
2025-11-06,13.150,12.150,14.900,14.150,16.000,15.000,42.000,26.000,30.250
2025-11-07,13.150,12.150,14.900,14.150,16.000,15.000,42.000,26.000,30.250
2025-11-08,,,,,,,,,
2025-11-09,,,,,,,,,
2025-11-10,13.150,12.150,14.900,14.150,16.000,15.000,42.000,26.000,30.250
2025-11-11,13.150,12.150,14.900,14.150,16.000,15.000,42.000,27.500,30.250
2025-11-12,13.150,12.150,14.900,14.150,16.000,15.000,42.000,27.500,30.250
2025-11-13,13.150,12.150,14.900,14.150,16.000,15.000,42.000,27.000,32.000
2025-11-14,13.150,12.150,14.900,14.150,16.000,15.000,42.000,25.750,32.500
2025-11-15,,,,,,,,,
2025-11-16,,,,,,,,,
2025-11-17,13.150,12.150,14.900,14.150,16.000,15.000,42.000,28.000,35.000
2025-11-18,13.150,12.150,14.900,14.150,16.000,15.000,42.000,29.250,37.500
2025-11-19,13.150,12.150,14.900,14.150,16.000,15.000,42.000,29.250,40.000
2025-11-20,13.150,12.150,14.900,14.150,16.000,15.000,42.000,32.750,38.750
2025-11-21,13.150,12.150,14.900,14.150,16.000,15.000,42.000,37.750,40.000
2025-11-22,,,,,,,,,
2025-11-23,,,,,,,,,
2025-11-24,13.150,12.150,14.900,14.150,16.000,15.000,42.000,39.000,45.000
2025-11-25,13.150,12.150,14.900,14.150,16.000,15.000,42.000,40.250,45.000
2025-11-26,13.150,12.150,14.900,14.150,16.000,15.000,42.000,40.250,45.000
2025-11-27,13.150,12.150,14.900,14.150,16.000,15.000,42.000,41.250,47.500
2025-11-28,13.150,12.150,14.900,14.150,16.000,15.000,42.000,41.250,49.250
2025-11-29,,,,,,,,,
2025-11-30,,,,,,,,,
2025-12-01,13.150,12.150,14.900,14.150,16.000,15.000,46.250,48.750,60.000
2025-12-02,13.150,12.150,14.900,14.150,16.000,15.000,46.250,56.250,66.750
2025-12-03,13.150,12.150,14.900,14.150,16.000,15.000,48.750,56.250,67.750
2025-12-04,13.150,12.150,14.900,14.150,16.000,15.000,48.750,57.500,69.000
2025-12-05,13.150,12.150,14.900,14.150,16.000,15.000,50.000,63.750,75.250
2025-12-06,,,,,,,,,
2025-12-07,,,,,,,,,
2025-12-08,13.150,12.150,14.900,14.150,16.000,15.000,50.000,66.250,84.500
2025-12-09,13.150,12.150,14.900,14.150,16.000,15.000,50.000,67.500,84.500
2025-12-10,13.150,12.150,14.900,14.150,16.000,15.000,50.000,67.500,83.750
2025-12-11,13.150,12.150,14.900,14.150,16.000,15.000,50.000,67.500,82.500
2025-12-12,13.150,12.150,14.900,14.150,16.000,15.000,50.000,67.500,78.750
2025-12-13,,,,,,,,,
2025-12-14,,,,,,,,,
2025-12-15,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,76.250
2025-12-16,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,74.000
2025-12-17,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,73.000
2025-12-18,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,63.250
2025-12-19,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,53.750
2025-12-20,,,,,,,,,
2025-12-21,,,,,,,,,
2025-12-22,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,56.250
2025-12-23,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,56.250
2025-12-24,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,56.250
2025-12-25,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,56.250
2025-12-26,13.150,12.150,14.900,14.150,16.000,15.000,46.750,67.500,56.250
2025-12-27,,,,,,,,,
2025-12-28,,,,,,,,,
2025-12-29,13.150,12.150,14.900,14.150,16.000,15.000,45.250,66.250,55.000
2025-12-30,13.150,12.150,14.900,14.150,16.000,15.000,44.750,70.000,54.250
2025-12-31,13.150,12.150,14.900,14.150,16.000,15.000,43.500,70.000,54.250
2026-01-01,13.150,12.150,14.900,14.150,16.000,15.000,43.500,70.000,54.250
2026-01-02,13.150,12.150,14.900,14.150,16.000,15.000,43.500,70.000,56.250
2026-01-03,,,,,,,,,
2026-01-04,,,,,,,,,
2026-01-05,13.150,12.150,14.900,14.150,16.000,15.000,43.500,69.000,50.000
2026-01-06,13.150,12.150,14.900,14.150,16.000,15.000,43.500,69.000,50.000
2026-01-07,13.150,12.150,14.900,14.150,16.000,15.000,43.500,67.750,45.000
2026-01-08,13.150,12.150,14.900,14.150,16.000,15.000,43.500,67.750,45.000
2026-01-09,13.150,12.150,14.900,14.150,16.000,15.000,43.500,67.500,42.000
2026-01-10,,,,,,,,,
2026-01-11,,,,,,,,,
2026-01-12,13.150,12.150,14.900,14.150,16.000,15.000,42.250,61.250,37.500
2026-01-13,13.150,12.150,14.900,14.150,16.000,15.000,42.250,61.250,37.500
2026-01-14,13.150,12.150,14.900,14.150,16.000,15.000,42.750,58.750,36.250
2026-01-15,13.150,12.150,14.900,14.150,16.000,15.000,42.750,58.750,36.250
2026-01-16,13.150,12.150,14.900,14.150,16.000,15.000,42.750,58.750,36.250
2026-01-17,,,,,,,,,
2026-01-18,,,,,,,,,
2026-01-19,13.150,12.150,14.900,14.150,16.000,15.000,42.750,58.750,41.250
2026-01-20,13.150,12.150,14.900,14.150,16.000,15.000,42.750,58.750,42.500
2026-01-21,13.150,12.150,14.900,14.150,16.000,15.000,42.750,58.750,42.500
2026-01-22,13.150,12.150,14.900,14.150,16.000,15.000,42.750,57.500,45.500
2026-01-23,13.150,12.150,14.900,14.150,16.000,15.000,42.750,57.500,46.250
2026-01-24,,,,,,,,,
2026-01-25,,,,,,,,,
2026-01-26,13.150,12.150,14.900,14.150,16.000,15.000,42.750,55.000,49.500
2026-01-27,13.150,12.150,14.900,14.150,16.000,15.000,42.750,52.250,52.000
2026-01-28,13.150,12.150,14.900,14.150,16.000,15.000,42.750,52.250,53.000
2026-01-29,13.150,12.150,14.900,14.150,16.000,15.000,42.750,53.500,58.900
2026-01-30,13.150,12.150,14.900,14.150,16.000,15.000,42.750,56.000,62.500
2026-01-31,,,,,,,,,
2026-02-01,,,,,,,,,
2026-02-02,13.150,12.150,14.900,14.150,16.000,15.000,42.750,60.000,65.000
2026-02-03,13.150,12.150,14.900,14.150,16.000,15.000,42.750,60.000,65.000
2026-02-04,13.150,12.150,14.900,14.150,16.000,15.000,42.750,60.000,68.000
2026-02-05,13.150,12.150,14.900,14.150,16.000,15.000,42.750,60.750,81.250
2026-02-06,13.150,12.150,14.900,14.150,16.000,15.000,42.750,60.750,81.250
2026-02-07,,,,,,,,,
2026-02-08,,,,,,,,,
2026-02-09,13.150,12.150,14.900,14.150,16.000,15.000,42.750,60.750,78.750
2026-02-10,13.150,12.150,14.900,14.150,16.000,15.000,42.750,60.000,81.500
2026-02-11,13.150,12.150,14.900,14.150,16.000,15.000,42.750,60.000,89.000
2026-02-12,13.150,12.150,14.900,14.150,16.000,15.000,42.750,59.000,88.000
2026-02-13,13.150,12.150,14.900,14.150,16.000,15.000,42.750,59.000,90.500
2026-02-14,,,,,,,,,
2026-02-15,,,,,,,,,
2026-02-16,13.150,12.150,14.900,14.150,16.000,15.000,42.750,59.000,90.500
2026-02-17,13.150,12.150,14.900,14.150,16.000,15.000,42.750,59.000,90.500
2026-02-18,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,94.250
2026-02-19,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,96.750
2026-02-20,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,101.250
2026-02-21,,,,,,,,,
2026-02-22,,,,,,,,,
2026-02-23,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,88.750
2026-02-24,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,87.000
2026-02-25,13.150,12.150,14.900,14.150,16.000,15.000,45.000,59.000,86.250
2026-02-26,13.150,12.150,14.900,14.150,16.000,15.000,45.000,59.000,87.000
2026-02-27,13.150,12.150,14.900,14.150,16.000,15.000,45.000,59.000,88.750
2026-02-28,,,,,,,,,
2026-03-01,,,,,,,,,
2026-03-02,13.150,12.150,14.900,14.150,16.000,15.000,45.000,59.000,87.500
2026-03-03,13.150,12.150,14.900,14.150,16.000,15.000,45.000,59.000,90.000
2026-03-04,13.150,12.150,14.900,14.150,16.000,15.000,45.000,59.000,93.750
2026-03-05,13.150,12.150,14.900,14.150,16.000,15.000,45.000,59.000,93.750
2026-03-06,13.150,12.150,14.900,14.150,16.000,15.000,45.000,59.000,97.500
2026-03-07,,,,,,,,,
2026-03-08,,,,,,,,,
2026-03-09,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,97.500
2026-03-10,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,98.750
2026-03-11,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,96.250
2026-03-12,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,96.250
2026-03-13,13.150,12.150,14.900,14.150,16.000,15.000,45.000,61.500,98.750
2026-03-14,,,,,,,,,
2026-03-15,,,,,,,,,
2026-03-16,13.150,12.150,14.900,14.150,16.000,15.000,44.500,62.500,92.500
2026-03-17,13.150,12.150,14.900,14.150,16.000,15.000,44.500,65.000,112.500
2026-03-18,13.150,12.150,14.900,14.150,16.000,15.000,44.500,65.000,112.500
2026-03-19,13.150,12.150,14.900,14.150,16.000,15.000,44.500,65.000,112.500
2026-03-20,13.150,12.150,14.900,14.150,16.000,15.000,44.500,65.000,112.500
2026-03-21,,,,,,,,,
2026-03-22,,,,,,,,,
2026-03-23,13.150,12.150,14.900,14.150,16.000,15.000,44.500,65.000,112.500
2026-03-24,13.150,12.150,14.900,14.150,16.000,15.000,44.500,65.000,112.500
2026-03-25,13.150,12.150,14.900,14.150,16.000,15.000,44.250,63.750,62.500
2026-03-26,13.150,12.150,14.900,14.150,16.000,15.000,44.250,60.000,72.500
2026-03-27,13.150,12.150,14.900,14.150,16.000,15.000,43.000,60.000,77.500
2026-03-28,,,,,,,,,
2026-03-29,,,,,,,,,
2026-03-30,13.150,12.150,14.900,14.150,16.000,15.000,43.000,59.000,80.000
2026-03-31,13.150,12.150,14.900,14.150,16.000,15.000,43.000,59.000,80.500
2026-04-01,13.150,12.150,14.900,14.150,16.000,15.000,43.000,52.500,81.750
